,true_tokens,pred_tokens,t_labels,p_labels
34050,because,because,O,O
34051,I've,I've,O,O
34052,had,had,O,O
34053,it,it,O,O
34054,so,so,O,O
34055,many,many,O,O
34056,times,times,O,O
34057,.,.,O,O
34058,Still,Still,O,O
34059,enjoyable,enjoyable,O,O
34060,though,though,O,O
34061,.,.,O,O
34062,The,The,O,O
34063,Rogan,Rogan,B-MENU,B-MENU
34064,Josh,Josh,I-MENU,I-MENU
34065,was,was,O,O
34066,pretty,pretty,O,O
34067,good,good,O,O
34068,and,and,O,O
34069,flavorful,flavorful,O,O
34070,although,although,O,O
34071,I,I,O,O
34072,probably,probably,O,O
34073,should've,should've,O,O
34074,asked,asked,O,O
34075,for,for,O,O
34076,spicy,spicy,O,O
34077,',',O,O
34078,cause,cause,O,O
34079,I,I,O,O
34080,think,think,O,O
34081,they,they,O,O
34082,were,were,O,O
34083,holding,holding,O,O
34084,back,back,O,O
34085,.,.,O,O
34086,The,The,O,O
34087,different,different,O,O
34088,spices,spices,O,O
34089,in,in,O,O
34090,the,the,O,O
34091,kabab,kabab,B-MENU,B-MENU
34092,were,were,O,O
34093,very,very,O,O
34094,noticeable,noticeable,O,O
34095,but,but,O,O
34096,I,I,O,O
34097,like,like,O,O
34098,Faisal's,Faisal's,O,O
34099,kabab,kabab,O,O
34100,more,more,O,O
34101,.,.,O,O
34102,I,I,O,O
34103,felt,felt,O,O
34104,that,that,O,O
34105,it,it,O,O
34106,was,was,O,O
34107,slightly,slightly,O,O
34108,dry,dry,O,O
34109,on,on,O,O
34110,the,the,O,O
34111,outside,outside,O,O
34112,but,but,O,O
34113,the,the,O,O
34114,inside,inside,O,O
34115,was,was,O,O
34116,still,still,O,O
34117,very,very,O,O
34118,tender,tender,O,O
34119,and,and,O,O
34120,very,very,O,O
34121,good,good,O,O
34122,;,;,O,O
34123,whereas,whereas,O,O
34124,at,at,O,O
34125,Faisal's,Faisal's,O,O
34126,",",",",O,O
34127,the,the,O,O
34128,kabab,kabab,B-MENU,B-MENU
34129,wasn't,wasn't,O,O
34130,dry,dry,O,O
34131,at,at,O,O
34132,all,all,O,O
34133,(,(,O,O
34134,or,or,O,O
34135,at,at,O,O
34136,least,least,O,O
34137,when,when,O,O
34138,I,I,O,O
34139,had,had,O,O
34140,it,it,O,O
34141,),),O,O
34142,.,.,O,O
34143,The,The,O,O
34144,naan,naan,B-MENU,B-MENU
34145,was,was,O,O
34146,fluffy,fluffy,O,O
34147,",",",",O,O
34148,soft,soft,O,O
34149,",",",",O,O
34150,and,and,O,O
34151,a,a,O,O
34152,little,little,O,O
34153,crispy,crispy,O,O
34154,;,;,O,O
34155,just,just,O,O
34156,the,the,O,O
34157,way,way,O,O
34158,I,I,O,O
34159,like,like,O,O
34160,it,it,O,O
34161,.,.,O,O
34162,Although,Although,O,O
34163,I,I,O,O
34164,wish,wish,O,O
34165,the,the,O,O
34166,garlic,garlic,O,B-MENU
34167,naan,naan,O,I-MENU
34168,was,was,O,O
34169,more,more,O,O
34170,garlicky,garlicky,O,O
34171,like,like,O,O
34172,at,at,O,O
34173,Spice,Spice,O,O
34174,Hut,Hut,O,O
34175,.,.,O,O
34176,Saffron,Saffron,B-MENU,B-MENU
34177,rice,rice,I-MENU,I-MENU
34178,was,was,O,O
34179,good,good,O,O
34180,.,.,O,O
34181,I'll,I'll,O,O
34182,definitely,definitely,O,O
34183,come,come,O,O
34184,back,back,O,O
34185,to,to,O,O
34186,this,this,O,O
34187,place,place,O,O
34188,',',O,O
34189,cause,cause,O,O
34190,the,the,O,O
34191,food,food,O,O
34192,was,was,O,O
34193,delicious,delicious,O,O
34194,especially,especially,O,O
34195,for,for,O,O
34196,the,the,O,O
34197,low,low,O,O
34198,price,price,O,O
34199,.,.,O,O
34200,Definitely,Definitely,O,O
34201,worth,worth,O,O
34202,it,it,O,O
34203,!,!,O,O
34204,The,The,O,O
34205,wait,wait,O,O
34206,time,time,O,O
34207,at,at,O,O
34208,this,this,O,O
34209,place,place,O,O
34210,when,when,O,O
34211,its,its,O,O
34212,busy,busy,O,O
34213,is,is,O,O
34214,ridiculous,ridiculous,O,O
34215,.,.,O,O
34216,We,We,O,O
34217,waited,waited,O,O
34218,about,about,O,O
34219,45,45,O,O
34220,minutes,minutes,O,O
34221,because,because,O,O
34222,the,the,O,O
34223,restaurant,restaurant,O,O
34224,was,was,O,O
34225,packed,packed,O,O
34226,and,and,O,O
34227,there,there,O,O
34228,was,was,O,O
34229,only,only,O,O
34230,1,1,O,O
34231,lady,lady,O,O
34232,cooking,cooking,O,O
34233,.,.,O,O
34234,When,When,O,O
34235,the,the,O,O
34236,food,food,O,O
34237,finally,finally,O,O
34238,came,came,O,O
34239,it,it,O,O
34240,was,was,O,O
34241,delicious.Small,delicious.Small,O,O
34242,space,space,O,O
34243,",",",",O,O
34244,friendly,friendly,O,O
34245,service,service,O,O
34246,",",",",O,O
34247,and,and,O,O
34248,a,a,O,O
34249,stellar,stellar,O,O
34250,food,food,O,O
34251,experience,experience,O,O
34252,.,.,O,O
34253,Everything,Everything,O,O
34254,was,was,O,O
34255,well,well,O,O
34256,prepared,prepared,O,O
34257,and,and,O,O
34258,presented,presented,O,O
34259,.,.,O,O
34260,We've,We've,O,O
34261,been,been,O,O
34262,here,here,O,O
34263,before,before,O,O
34264,and,and,O,O
34265,we're,we're,O,O
34266,back,back,O,O
34267,for,for,O,O
34268,a,a,O,O
34269,reason.This,reason.This,O,O
34270,is,is,O,O
34271,my,my,O,O
34272,favourite,favourite,O,O
34273,restaurant,restaurant,O,O
34274,for,for,O,O
34275,Indian,Indian,O,O
34276,food,food,O,O
34277,.,.,O,O
34278,A,A,O,O
34279,little,little,O,O
34280,hole,hole,O,O
34281,in,in,O,O
34282,the,the,O,O
34283,wall,wall,O,O
34284,.,.,O,O
34285,.,.,O,O
34286,.,.,O,O
34287,The,The,O,O
34288,service,service,O,O
34289,is,is,O,O
34290,friendly,friendly,O,O
34291,and,and,O,O
34292,fast,fast,O,O
34293,.,.,O,O
34294,The,The,O,O
34295,food,food,O,O
34296,is,is,O,O
34297,very,very,O,O
34298,tasty,tasty,O,O
34299,.,.,O,O
34300,Price,Price,O,O
34301,is,is,O,O
34302,great,great,O,O
34303,.,.,O,O
34304,I,I,O,O
34305,always,always,O,O
34306,order,order,O,O
34307,the,the,O,O
34308,lamb,lamb,B-MENU,B-MENU
34309,biryani,biryani,I-MENU,I-MENU
34310,.,.,O,O
34311,The,The,O,O
34312,lamb,lamb,O,O
34313,is,is,O,O
34314,tender,tender,O,O
34315,and,and,O,O
34316,tasty,tasty,O,O
34317,.,.,O,O
34318,It's,It's,O,O
34319,the,the,O,O
34320,best,best,O,O
34321,ever,ever,O,O
34322,!,!,O,O
34323,Recently,Recently,O,O
34324,visited,visited,O,O
34325,Little,Little,O,O
34326,Spice,Spice,O,O
34327,for,for,O,O
34328,the,the,O,O
34329,first,first,O,O
34330,time,time,O,O
34331,on,on,O,O
34332,a,a,O,O
34333,Sunday,Sunday,O,O
34334,at,at,O,O
34335,lunch,lunch,O,O
34336,time,time,O,O
34337,.,.,O,O
34338,The,The,O,O
34339,restaurant,restaurant,O,O
34340,is,is,O,O
34341,small,small,O,O
34342,with,with,O,O
34343,seating,seating,O,O
34344,for,for,O,O
34345,about,about,O,O
34346,20,20,O,O
34347,plus,plus,O,O
34348,a,a,O,O
34349,take,take,O,O
34350,out,out,O,O
34351,counter,counter,O,O
34352,.,.,O,O
34353,Looking,Looking,O,O
34354,for,for,O,O
34355,a,a,O,O
34356,sit,sit,O,O
34357,down,down,O,O
34358,lunch,lunch,O,O
34359,",",",",O,O
34360,a,a,O,O
34361,guest,guest,O,O
34362,and,and,O,O
34363,I,I,O,O
34364,opted,opted,O,O
34365,to,to,O,O
34366,sit,sit,O,O
34367,in,in,O,O
34368,a,a,O,O
34369,try,try,O,O
34370,a,a,O,O
34371,bunch,bunch,O,O
34372,of,of,O,O
34373,dishes,dishes,O,O
34374,to,to,O,O
34375,share,share,O,O
34376,.,.,O,O
34377,We,We,O,O
34378,tried,tried,O,O
34379,:,:,O,O
34380,-,-,O,O
34381,chicken,chicken,B-MENU,B-MENU
34382,curry,curry,I-MENU,I-MENU
34383,-,-,O,O
34384,lamb,lamb,B-MENU,B-MENU
34385,vindaloo,vindaloo,I-MENU,I-MENU
34386,-,-,O,O
34387,ground,ground,O,O
34388,beef,beef,B-MENU,B-MENU
34389,rogan,rogan,I-MENU,I-MENU
34390,josh,josh,I-MENU,I-MENU
34391,-,-,O,O
34392,basmati,basmati,B-MENU,B-MENU
34393,rice,rice,I-MENU,I-MENU
34394,-,-,O,O
34395,naan,naan,B-MENU,B-MENU
34396,The,The,O,O
34397,above,above,O,O
34398,provided,provided,O,O
34399,enough,enough,O,O
34400,food,food,O,O
34401,for,for,O,O
34402,two,two,O,O
34403,full,full,O,O
34404,meals,meals,O,O
34405,plus,plus,O,O
34406,two,two,O,O
34407,small,small,O,O
34408,portions,portions,O,O
34409,of,of,O,O
34410,leftovers,leftovers,O,O
34411,.,.,O,O
34412,The,The,O,O
34413,three,three,O,O
34414,curries,curries,O,O
34415,were,were,O,O
34416,all,all,O,O
34417,quite,quite,O,O
34418,flavourful,flavourful,O,O
34419,and,and,O,O
34420,the,the,O,O
34421,meat,meat,O,O
34422,was,was,O,O
34423,generous,generous,O,O
34424,.,.,O,O
34425,I,I,O,O
34426,did,did,O,O
34427,find,find,O,O
34428,the,the,O,O
34429,rogan,rogan,B-MENU,B-MENU
34430,josh,josh,I-MENU,I-MENU
34431,a,a,O,O
34432,bit,bit,O,O
34433,oily,oily,O,O
34434,.,.,O,O
34435,The,The,O,O
34436,rice,rice,B-MENU,B-MENU
34437,was,was,O,O
34438,a,a,O,O
34439,bit,bit,O,O
34440,dry,dry,O,O
34441,but,but,O,O
34442,the,the,O,O
34443,buttery,buttery,B-MENU,O
34444,naan,naan,I-MENU,I-MENU
34445,made,made,O,O
34446,up,up,O,O
34447,for,for,O,O
34448,this,this,O,O
34449,shortcoming,shortcoming,O,O
34450,.,.,O,O
34451,When,When,O,O
34452,asked,asked,O,O
34453,what,what,O,O
34454,spice,spice,O,O
34455,level,level,O,O
34456,we,we,O,O
34457,wanted,wanted,O,O
34458,",",",",O,O
34459,we,we,O,O
34460,said,said,O,O
34461,medium,medium,O,O
34462,not,not,O,O
34463,knowing,knowing,O,O
34464,how,how,O,O
34465,hot,hot,O,O
34466,the,the,O,O
34467,dishes,dishes,O,O
34468,would,would,O,O
34469,be,be,O,O
34470,.,.,O,O
34471,Next,Next,O,O
34472,time,time,O,O
34473,",",",",O,O
34474,I,I,O,O
34475,would,would,O,O
34476,say,say,O,O
34477,hot,hot,O,O
34478,because,because,O,O
34479,there,there,O,O
34480,wasn't,wasn't,O,O
34481,much,much,O,O
34482,heat,heat,O,O
34483,to,to,O,O
34484,be,be,O,O
34485,found,found,O,O
34486,.,.,O,O
34487,Service,Service,O,O
34488,was,was,O,O
34489,prompt,prompt,O,O
34490,and,and,O,O
34491,we,we,O,O
34492,appreciated,appreciated,O,O
34493,being,being,O,O
34494,provided,provided,O,O
34495,a,a,O,O
34496,pitcher,pitcher,O,O
34497,of,of,O,O
34498,water,water,O,O
34499,.,.,O,O
34500,With,With,O,O
34501,a,a,O,O
34502,total,total,O,O
34503,bill,bill,O,O
34504,of,of,O,O
34505,$41,$41,O,O
34506,before,before,O,O
34507,tip,tip,O,O
34508,",",",",O,O
34509,I,I,O,O
34510,found,found,O,O
34511,the,the,O,O
34512,prices,prices,O,O
34513,a,a,O,O
34514,bit,bit,O,O
34515,high,high,O,O
34516,given,given,O,O
34517,the,the,O,O
34518,portions,portions,O,O
34519,",",",",O,O
34520,but,but,O,O
34521,it's,it's,O,O
34522,not,not,O,O
34523,unusual,unusual,O,O
34524,for,for,O,O
34525,the,the,O,O
34526,area.Nice,area.Nice,O,O
34527,little,little,O,O
34528,place,place,O,O
34529,to,to,O,O
34530,get,get,O,O
34531,south,south,O,O
34532,Asian,Asian,O,O
34533,food,food,O,O
34534,.,.,O,O
34535,Decor,Decor,O,O
34536,isn't,isn't,O,O
34537,much,much,O,O
34538,",",",",O,O
34539,it,it,O,O
34540,is,is,O,O
34541,mostly,mostly,O,O
34542,a,a,O,O
34543,take,take,O,O
34544,out,out,O,O
34545,place,place,O,O
34546,.,.,O,O
34547,Not,Not,O,O
34548,many,many,O,O
34549,places,places,O,O
34550,in,in,O,O
34551,the,the,O,O
34552,SW,SW,O,O
34553,for,for,O,O
34554,Indian,Indian,O,O
34555,and,and,O,O
34556,this,this,O,O
34557,place,place,O,O
34558,will,will,O,O
34559,save,save,O,O
34560,you,you,O,O
34561,a,a,O,O
34562,drive,drive,O,O
34563,up,up,O,O
34564,north,north,O,O
34565,.,.,O,O
34566,Good,Good,O,O
34567,service,service,O,O
34568,and,and,O,O
34569,will,will,O,O
34570,taylor,taylor,O,O
34571,the,the,O,O
34572,level,level,O,O
34573,of,of,O,O
34574,spice,spice,O,O
34575,to,to,O,O
34576,your,your,O,O
34577,liking,liking,O,O
34578,.,.,O,O
34579,Very,Very,O,O
34580,reasonably,reasonably,O,O
34581,priced,priced,O,O
34582,.,.,O,O
34583,If,If,O,O
34584,I,I,O,O
34585,could,could,O,O
34586,give,give,O,O
34587,another,another,O,O
34588,half,half,O,O
34589,star,star,O,O
34590,I,I,O,O
34591,would,would,O,O
34592,.,.,O,O
34593,3.5That,3.5That,O,O
34594,lunch,lunch,O,O
34595,special,special,O,O
34596,doe,doe,O,O
34597,.,.,O,O
34598,Between,Between,O,O
34599,11am,11am,O,O
34600,-,-,O,O
34601,3pm,3pm,O,O
34602,",",",",O,O
34603,$8.99,$8.99,O,O
34604,will,will,O,O
34605,get,get,O,O
34606,you,you,O,O
34607,biryani,biryani,B-MENU,B-MENU
34608,rice,rice,I-MENU,I-MENU
34609,",",",",O,O
34610,some,some,O,O
34611,chickpea,chickpea,B-MENU,B-MENU
34612,curry,curry,I-MENU,I-MENU
34613,",",",",O,O
34614,some,some,O,O
34615,chicken,chicken,B-MENU,B-MENU
34616,curry,curry,I-MENU,I-MENU
34617,",",",",O,O
34618,a,a,O,O
34619,veggie,veggie,B-MENU,B-MENU
34620,samosa,samosa,I-MENU,I-MENU
34621,",",",",O,O
34622,two,two,O,O
34623,pakoras,pakoras,B-MENU,B-MENU
34624,",",",",O,O
34625,some,some,O,O
34626,naan,naan,B-MENU,B-MENU
34627,",",",",O,O
34628,accompanying,accompanying,O,B-MENU
34629,sauces,sauces,B-MENU,B-MENU
34630,",",",",O,O
34631,and,and,O,O
34632,many,many,O,O
34633,w0ws,w0ws,O,O
34634,.,.,O,O
34635,The,The,O,O
34636,food,food,O,O
34637,is,is,O,O
34638,excellent,excellent,O,O
34639,-,-,O,O
34640,not,not,O,O
34641,a,a,O,O
34642,single,single,O,O
34643,dish,dish,O,O
34644,or,or,O,O
34645,side,side,O,O
34646,that,that,O,O
34647,was,was,O,O
34648,not,not,O,O
34649,worth,worth,O,O
34650,glutting,glutting,O,O
34651,yourself,yourself,O,O
34652,over,over,O,O
34653,",",",",O,O
34654,with,with,O,O
34655,very,very,O,O
34656,tender,tender,O,O
34657,meats,meats,O,O
34658,and,and,O,O
34659,a,a,O,O
34660,great,great,O,O
34661,homemade,homemade,O,O
34662,yumminess,yumminess,O,O
34663,.,.,O,O
34664,Also,Also,O,O
34665,got,got,O,O
34666,the,the,O,O
34667,chicken,chicken,B-MENU,B-MENU
34668,afghan,afghan,I-MENU,I-MENU
34669,tikki,tikki,I-MENU,I-MENU
34670,",",",",O,O
34671,which,which,O,O
34672,was,was,O,O
34673,also,also,O,O
34674,well-seasoned,well-seasoned,O,O
34675,and,and,O,O
34676,well-made,well-made,O,O
34677,",",",",O,O
34678,but,but,O,O
34679,a,a,O,O
34680,bit,bit,O,O
34681,less,less,O,O
34682,of,of,O,O
34683,a,a,O,O
34684,crazy,crazy,O,O
34685,deal,deal,O,O
34686,(,(,O,O
34687,$8,$8,O,O
34688,for,for,O,O
34689,maybe,maybe,O,O
34690,9,9,O,O
34691,solid,solid,O,O
34692,chunks,chunks,O,O
34693,of,of,O,O
34694,meat,meat,O,O
34695,),),O,O
34696,.,.,O,O
34697,Sweet,Sweet,B-MENU,B-MENU
34698,lassi,lassi,I-MENU,I-MENU
34699,also,also,O,O
34700,rocked,rocked,O,O
34701,my,my,O,O
34702,socks,socks,O,O
34703,",",",",O,O
34704,at,at,O,O
34705,a,a,O,O
34706,sweet,sweet,O,O
34707,$2.50,$2.50,O,O
34708,",",",",O,O
34709,and,and,O,O
34710,they,they,O,O
34711,even,even,O,O
34712,ask,ask,O,O
34713,you,you,O,O
34714,to,to,O,O
34715,try,try,O,O
34716,it,it,O,O
34717,so,so,O,O
34718,they,they,O,O
34719,can,can,O,O
34720,adjust,adjust,O,O
34721,sweetness,sweetness,O,O
34722,to,to,O,O
34723,your,your,O,O
34724,liking,liking,O,O
34725,!,!,O,O
34726,They,They,O,O
34727,appear,appear,O,O
34728,to,to,O,O
34729,be,be,O,O
34730,a,a,O,O
34731,family-run,family-run,O,O
34732,kinda,kinda,O,O
34733,deal,deal,O,O
34734,.,.,O,O
34735,The,The,O,O
34736,server,server,O,O
34737,(,(,O,O
34738,/,/,O,O
34739,manager,manager,O,O
34740,?,?,O,O
34741,),),O,O
34742,was,was,O,O
34743,a,a,O,O
34744,sweet,sweet,O,O
34745,fellow,fellow,O,O
34746,with,with,O,O
34747,beautiful,beautiful,O,O
34748,eyes,eyes,O,O
34749,and,and,O,O
34750,a,a,O,O
34751,nice,nice,O,O
34752,manner,manner,O,O
34753,.,.,O,O
34754,The,The,O,O
34755,interior,interior,O,O
34756,has,has,O,O
34757,a,a,O,O
34758,diner,diner,O,O
34759,sort,sort,O,O
34760,of,of,O,O
34761,look,look,O,O
34762,to,to,O,O
34763,it,it,O,O
34764,",",",",O,O
34765,but,but,O,O
34766,I,I,O,O
34767,was,was,O,O
34768,into,into,O,O
34769,it,it,O,O
34770,since,since,O,O
34771,I'm,I'm,O,O
34772,a,a,O,O
34773,sucker,sucker,O,O
34774,for,for,O,O
34775,slightly,slightly,O,O
34776,dingy,dingy,O,O
34777,but,but,O,O
34778,delicious,delicious,O,O
34779,hole-in-the-walls,hole-in-the-walls,O,O
34780,.,.,O,O
34781,It's,It's,O,O
34782,a,a,O,O
34783,bit,bit,O,O
34784,hard,hard,O,O
34785,to,to,O,O
34786,find,find,O,O
34787,.,.,O,O
34788,.,.,O,O
34789,.,.,O,O
34790,just,just,O,O
34791,north,north,O,O
34792,of,of,O,O
34793,Southland,Southland,O,O
34794,Crossing,Crossing,O,O
34795,in,in,O,O
34796,one,one,O,O
34797,of,of,O,O
34798,the,the,O,O
34799,many,many,O,O
34800,strip,strip,O,O
34801,malls,malls,O,O
34802,",",",",O,O
34803,but,but,O,O
34804,so,so,O,O
34805,totally,totally,O,O
34806,worth,worth,O,O
34807,the,the,O,O
34808,quest,quest,O,O
34809,to,to,O,O
34810,find,find,O,O
34811,it,it,O,O
34812,.,.,O,O
34813,Will,Will,O,O
34814,definitely,definitely,O,O
34815,go,go,O,O
34816,back,back,O,O
34817,",",",",O,O
34818,probably,probably,O,O
34819,for,for,O,O
34820,that,that,O,O
34821,lunch,lunch,O,O
34822,special,special,O,O
34823,(,(,O,O
34824,and,and,O,O
34825,lassi,lassi,B-MENU,B-MENU
34826,!,!,O,O
34827,),),O,O
34828,",",",",O,O
34829,next,next,O,O
34830,time,time,O,O
34831,I'm,I'm,O,O
34832,in,in,O,O
34833,the,the,O,O
34834,area.This,area.This,O,O
34835,place,place,O,O
34836,is,is,O,O
34837,close,close,O,O
34838,from,from,O,O
34839,my,my,O,O
34840,home,home,O,O
34841,so,so,O,O
34842,we,we,O,O
34843,visit,visit,O,O
34844,there,there,O,O
34845,often,often,O,O
34846,.,.,O,O
34847,My,My,O,O
34848,best,best,O,O
34849,pick,pick,O,O
34850,is,is,O,O
34851,the,the,O,O
34852,special,special,B-MENU,O
34853,Lunch,Lunch,I-MENU,O
34854,Thali,Thali,I-MENU,O
34855,where,where,O,O
34856,they,they,O,O
34857,have,have,O,O
34858,Rice,Rice,B-MENU,B-MENU
34859,",",",",O,O
34860,Naan,Naan,B-MENU,B-MENU
34861,(,(,O,O
34862,Soft,Soft,O,O
34863,Flattened,Flattened,O,O
34864,Bread,Bread,O,O
34865,),),O,O
34866,",",",",O,O
34867,Chicken,Chicken,B-MENU,B-MENU
34868,curry,curry,I-MENU,I-MENU
34869,",",",",O,O
34870,Mix,Mix,B-MENU,B-MENU
34871,Vegetable,Vegetable,I-MENU,I-MENU
34872,gravy,gravy,I-MENU,I-MENU
34873,",",",",O,O
34874,a,a,O,O
34875,samosa,samosa,B-MENU,B-MENU
34876,and,and,O,O
34877,2,2,O,O
34878,piece,piece,O,O
34879,of,of,O,O
34880,Pakora,Pakora,B-MENU,B-MENU
34881,all,all,O,O
34882,served,served,O,O
34883,in,in,O,O
34884,a,a,O,O
34885,single,single,O,O
34886,plate,plate,O,O
34887,at,at,O,O
34888,an,an,O,O
34889,amazing,amazing,O,O
34890,price,price,O,O
34891,~,~,O,O
34892,$10,$10,O,O
34893,.,.,O,O
34894,That,That,O,O
34895,way,way,O,O
34896,it,it,O,O
34897,is,is,O,O
34898,light,light,O,O
34899,on,on,O,O
34900,pocket,pocket,O,O
34901,but,but,O,O
34902,big,big,O,O
34903,on,on,O,O
34904,flavors,flavors,O,O
34905,and,and,O,O
34906,assortment,assortment,O,O
34907,.,.,O,O
34908,I,I,O,O
34909,only,only,O,O
34910,wish,wish,O,O
34911,the,the,O,O
34912,curries,curries,O,O
34913,were,were,O,O
34914,spicer,spicer,O,O
34915,but,but,O,O
34916,as,as,O,O
34917,the,the,O,O
34918,name,name,O,O
34919,of,of,O,O
34920,restaurant,restaurant,O,O
34921,says,says,O,O
34922,there,there,O,O
34923,is,is,O,O
34924,little,little,O,O
34925,spice,spice,O,O
34926,:,:,O,O
34927,),),O,O
34928,Amazing,Amazing,O,O
34929,Lamb,Lamb,B-MENU,B-MENU
34930,Biryani,Biryani,I-MENU,I-MENU
34931,.,.,O,O
34932,A,A,O,O
34933,little,little,O,O
34934,bit,bit,O,O
34935,on,on,O,O
34936,the,the,O,O
34937,spicy,spicy,O,O
34938,side,side,O,O
34939,even,even,O,O
34940,if,if,O,O
34941,we,we,O,O
34942,requested,requested,O,O
34943,them,them,O,O
34944,to,to,O,O
34945,make,make,O,O
34946,the,the,O,O
34947,spice,spice,O,O
34948,level,level,O,O
34949,medium,medium,O,O
34950,.,.,O,O
34951,Still,Still,O,O
34952,enjoyable,enjoyable,O,O
34953,dish,dish,O,O
34954,especially,especially,O,O
34955,for,for,O,O
34956,someone,someone,O,O
34957,like,like,O,O
34958,me,me,O,O
34959,who,who,O,O
34960,doesn't,doesn't,O,O
34961,enjoy,enjoy,O,O
34962,Lamb.Yum,Lamb.Yum,O,O
34963,!,!,O,O
34964,I've,I've,O,O
34965,had,had,O,O
34966,their,their,O,O
34967,chana,chana,B-MENU,B-MENU
34968,masala,masala,I-MENU,I-MENU
34969,",",",",O,O
34970,tarka,tarka,B-MENU,B-MENU
34971,daal,daal,I-MENU,I-MENU
34972,",",",",O,O
34973,and,and,O,O
34974,chicken,chicken,B-MENU,B-MENU
34975,tikka,tikka,I-MENU,I-MENU
34976,masala,masala,I-MENU,I-MENU
34977,and,and,O,O
34978,they,they,O,O
34979,are,are,O,O
34980,all,all,O,O
34981,VERY,VERY,O,O
34982,flavourful,flavourful,O,O
34983,!,!,O,O
34984,My,My,O,O
34985,favourite,favourite,O,O
34986,is,is,O,O
34987,the,the,O,O
34988,tarka,tarka,B-MENU,B-MENU
34989,daal,daal,I-MENU,I-MENU
34990,because,because,O,O
34991,I,I,O,O
34992,love,love,O,O
34993,lentils,lentils,B-MENU,B-MENU
34994,and,and,O,O
34995,the,the,O,O
34996,curry,curry,B-MENU,B-MENU
34997,is,is,O,O
34998,very,very,O,O
34999,savoury,savoury,O,O
35000,and,and,O,O
35001,satisfying,satisfying,O,O
35002,.,.,O,O
35003,I,I,O,O
35004,also,also,O,O
35005,like,like,O,O
35006,that,that,O,O
35007,the,the,O,O
35008,chicken,chicken,O,O
35009,in,in,O,O
35010,the,the,O,O
35011,chicken,chicken,B-MENU,B-MENU
35012,tikka,tikka,I-MENU,I-MENU
35013,masala,masala,I-MENU,I-MENU
35014,was,was,O,O
35015,tender,tender,O,O
35016,and,and,O,O
35017,the,the,O,O
35018,curry,curry,O,O
35019,was,was,O,O
35020,very,very,O,O
35021,tomato-y,tomato-y,O,O
35022,and,and,O,O
35023,creamy,creamy,O,O
35024,.,.,O,O
35025,Although,Although,O,O
35026,the,the,O,O
35027,price,price,O,O
35028,is,is,O,O
35029,still,still,O,O
35030,more,more,O,O
35031,expensive,expensive,O,O
35032,than,than,O,O
35033,what,what,O,O
35034,I'm,I'm,O,O
35035,used,used,O,O
35036,to,to,O,O
35037,(,(,O,O
35038,you,you,O,O
35039,have,have,O,O
35040,to,to,O,O
35041,order,order,O,O
35042,rice,rice,B-MENU,O
35043,",",",",O,O
35044,naan,naan,B-MENU,B-MENU
35045,",",",",O,O
35046,etc,etc,O,O
35047,separately,separately,O,O
35048,so,so,O,O
35049,that's,that's,O,O
35050,MORE,MORE,O,O
35051,$,$,O,O
35052,$,$,O,O
35053,on,on,O,O
35054,top,top,O,O
35055,of,of,O,O
35056,the,the,O,O
35057,dishes,dishes,O,O
35058,),),O,O
35059,",",",",O,O
35060,they,they,O,O
35061,give,give,O,O
35062,you,you,O,O
35063,a,a,O,O
35064,worthy,worthy,O,O
35065,amount,amount,O,O
35066,of,of,O,O
35067,each,each,O,O
35068,dish,dish,O,O
35069,for,for,O,O
35070,a,a,O,O
35071,very,very,O,O
35072,filling,filling,O,O
35073,and,and,O,O
35074,satisfying,satisfying,O,O
35075,meal,meal,O,O
35076,.,.,O,O
35077,Will,Will,O,O
35078,come,come,O,O
35079,back,back,O,O
35080,for,for,O,O
35081,more,more,O,O
35082,!,!,O,O
35083,Love,Love,O,O
35084,Little,Little,O,O
35085,Spice,Spice,O,O
35086,for,for,O,O
35087,great,great,O,O
35088,Pakistani,Pakistani,O,O
35089,food,food,O,O
35090,.,.,O,O
35091,This,This,O,O
35092,is,is,O,O
35093,a,a,O,O
35094,small,small,O,O
35095,restaurant,restaurant,O,O
35096,with,with,O,O
35097,a,a,O,O
35098,place,place,O,O
35099,to,to,O,O
35100,order,order,O,O
35101,at,at,O,O
35102,Front,Front,O,O
35103,and,and,O,O
35104,then,then,O,O
35105,eat,eat,O,O
35106,there,there,O,O
35107,if,if,O,O
35108,you,you,O,O
35109,wish,wish,O,O
35110,.,.,O,O
35111,There,There,O,O
35112,are,are,O,O
35113,a,a,O,O
35114,few,few,O,O
35115,tables,tables,O,O
35116,.,.,O,O
35117,Maybe,Maybe,O,O
35118,seven,seven,O,O
35119,or,or,O,O
35120,eight,eight,O,O
35121,?,?,O,O
35122,We,We,O,O
35123,came,came,O,O
35124,for,for,O,O
35125,lunch,lunch,O,O
35126,and,and,O,O
35127,ordered,ordered,O,O
35128,one,one,O,O
35129,lunch,lunch,O,O
35130,special,special,O,O
35131,and,and,O,O
35132,one,one,O,O
35133,lamb,lamb,B-MENU,B-MENU
35134,biryani,biryani,I-MENU,I-MENU
35135,.,.,O,O
35136,To,To,O,O
35137,drink,drink,O,O
35138,",",",",O,O
35139,a,a,O,O
35140,cold,cold,O,O
35141,salty,salty,B-MENU,B-MENU
35142,lassi,lassi,I-MENU,I-MENU
35143,.,.,O,O
35144,The,The,O,O
35145,food,food,O,O
35146,was,was,O,O
35147,fresh,fresh,O,O
35148,",",",",O,O
